GO:0016020	Pectinesterase OS=Cucumis sativus OX=3659 GN=Csa_2G248110 PE=4 SV=1
GO:0047526	NmrA domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G248120 PE=4 SV=1
GO:0016020	NmrA domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G248130 PE=4 SV=1
GO:0033788	NmrA domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G248135 PE=4 SV=1
GO:0005730	Putative rRNA methyltransferase OS=Cucumis sativus OX=3659 GN=Csa_2G248140 PE=3 SV=1
GO:0000139	Protein RER1 OS=Cucumis sativus OX=3659 GN=Csa_2G248640 PE=3 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G248670 PE=4 SV=1
GO:0016020	SNF1-related protein kinase regulatory subunit gamma-1-like OS=Cucumis melo OX=3656 GN=LOC103499686 PE=4 SV=1
GO:0009507	Glucose-1-phosphate adenylyltransferase OS=Cucumis sativus OX=3659 GN=Csa_2G248700 PE=3 SV=1
GO:0005783	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G248710 PE=3 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G248720 PE=4 SV=1
GO:0005739	Bifunctional dihydrofolate reductase-thymidylate synthase OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold303G00260 PE=3 SV=1
GO:0009507	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G248740 PE=3 SV=1
GO:0000139	CRAL-TRIO domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G248750 PE=4 SV=1
GO:0000139	CRAL-TRIO domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G248760 PE=4 SV=1
GO:0005634	BZIP domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G249260 PE=4 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G249780 PE=4 SV=1
GO:0046872	RING-type domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G249790 PE=4 SV=1
GO:0005829	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G249810 PE=3 SV=1
GO:0004401	Histidinol-phosphatase OS=Cucumis sativus OX=3659 GN=Csa_2G249820 PE=3 SV=1
GO:0005737	SUMO-activating enzyme subunit OS=Cucumis sativus OX=3659 GN=Csa_2G249830 PE=3 SV=1
GO:0005730	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G249850 PE=4 SV=1
GO:0005634	Homeobox domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G249860 PE=3 SV=1
GO:0005665	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G249870 PE=4 SV=1
GO:0005773	Beta-galactosidase OS=Cucumis sativus OX=3659 GN=Csa_2G249880 PE=3 SV=1
GO:0005634	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G249890 PE=4 SV=1
GO:0005615	Cysteine protease OS=Cucumis sativus OX=3659 GN=Csa_2G249900 PE=3 SV=1
GO:0000139	Coatomer subunit alpha OS=Cucumis sativus OX=3659 GN=Csa_2G249910 PE=4 SV=1
GO:0000139	Coatomer subunit alpha OS=Cucumis melo OX=3656 GN=LOC103499712 PE=4 SV=1
GO:0005634	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G250430 PE=4 SV=1
GO:0005871	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G250930 PE=3 SV=1
GO:0005739	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G250940 PE=4 SV=1
GO:0016020	Protein DETOXIFICATION OS=Cucumis sativus OX=3659 GN=Csa_2G250950 PE=3 SV=1
GO:0016020	Protein DETOXIFICATION OS=Cucumis sativus OX=3659 GN=Csa_2G250960 PE=3 SV=1
GO:0005789	Squalene synthase OS=Cucumis sativus OX=3659 GN=Csa_2G251460 PE=3 SV=1
GO:0005634	GATA transcription factor OS=Cucumis sativus OX=3659 GN=Csa_2G251490 PE=3 SV=1
GO:0008810	Endoglucanase OS=Cucumis sativus OX=3659 GN=Csa_2G251510 PE=3 SV=1
GO:0005829	Fructose-bisphosphate aldolase OS=Cucumis sativus OX=3659 GN=Csa_2G252020 PE=3 SV=1
GO:0005743	Complex I-B22 OS=Cucumis sativus OX=3659 GN=Csa_2G252030 PE=3 SV=1
GO:0034098	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G252040 PE=3 SV=1
GO:0008792	Arginine decarboxylase OS=Cucumis sativus OX=3659 GN=Csa_2G252050 PE=3 SV=1
GO:0009733	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G257100 PE=3 SV=1
GO:0009733	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G258100 PE=3 SV=1
GO:0009507	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G258600 PE=4 SV=1
GO:0009733	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G258630 PE=3 SV=1
GO:0009733	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G258640 PE=3 SV=1
GO:0009733	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G258710 PE=3 SV=1
GO:0009733	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G258810 PE=3 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G258850 PE=3 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G263850 PE=3 SV=1
GO:0005789	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G263860 PE=3 SV=1
GO:0005634	BHLH domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G263910 PE=4 SV=1
GO:0005634	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G263920 PE=4 SV=1
GO:0005789	Signal sequence receptor subunit alpha OS=Cucumis sativus OX=3659 GN=Csa_2G263930 PE=3 SV=1
GO:0005737	Eukaryotic translation initiation factor 4C OS=Cucumis sativus OX=3659 GN=Csa_2G263950 PE=3 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G263980 PE=4 SV=1
GO:0016020	Amidase domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G264010 PE=4 SV=1
GO:0016020	Amidase domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G264020 PE=4 SV=1
GO:0008081	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G264560 PE=4 SV=1
GO:0005576	Thaumatin-like protein 1b isoform X1 OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold123G001310 PE=3 SV=1
GO:0005576	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G264610 PE=3 SV=1
GO:0031176	GH10 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G264620 PE=3 SV=1
GO:0016020	Nodulin-like domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G264630 PE=4 SV=1
GO:0005737	Peptidyl-prolyl cis-trans isomerase OS=Cucumis sativus OX=3659 GN=Csa_2G270140 PE=3 SV=1
GO:0003824	Rhodanese domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G270150 PE=4 SV=1
GO:0005886	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G270160 PE=3 SV=1
GO:0005737	ADF-H domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G270170 PE=3 SV=1
GO:0005576	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G270180 PE=3 SV=1
GO:0005886	Senescence domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G270210 PE=4 SV=1
GO:0005634	Myb-related protein 308 OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold123G001180 PE=4 SV=1
GO:0005783	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G270230 PE=3 SV=1
GO:0016607	E3 ubiquitin-protein ligase UPL3 OS=Cucumis melo OX=3656 GN=LOC103497327 PE=4 SV=1
GO:0043596	zf-primase domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G270740 PE=3 SV=1
GO:0005856	rac-like GTP-binding protein RAC1 OS=Cucumis melo OX=3656 GN=LOC103497331 PE=3 SV=1
GO:0005886	Protein kinase domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G270770 PE=4 SV=1
GO:0000978	BZIP domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G270780 PE=4 SV=1
GO:0004842	RING-type domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G270790 PE=4 SV=1
GO:0005794	CDP-diacylglycerol--inositol 3-phosphatidyltransferase OS=Cucumis melo OX=3656 GN=LOC103497336 PE=3 SV=1
GO:0016020	DsbD_2 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G270810 PE=4 SV=1
GO:0016020	DUF1624 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G270820 PE=4 SV=1
GO:0000974	Pre-mRNA-splicing factor SYF2 OS=Cucumis sativus OX=3659 GN=Csa_2G270830 PE=3 SV=1
GO:0005886	Phytocyanin domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G270850 PE=4 SV=1
GO:0005739	DUF1279 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G270860 PE=4 SV=1
GO:0061631	UBC core domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G270870 PE=4 SV=1
GO:0003743	IF3_N domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G270880 PE=3 SV=1
GO:0016020	Protein-serine/threonine phosphatase OS=Cucumis sativus OX=3659 GN=Csa_2G271380 PE=3 SV=1
GO:0031969	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G271400 PE=4 SV=1
GO:0016491	Amino_oxidase domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G271410 PE=4 SV=1
GO:0005634	transportin-1 OS=Cucumis melo OX=3656 GN=LOC103497352 PE=4 SV=1
GO:0000159	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G271430 PE=4 SV=1
GO:0016020	Formin-like protein OS=Cucumis sativus OX=3659 GN=Csa_2G271460 PE=3 SV=1
GO:0005576	Peroxidase OS=Cucumis sativus OX=3659 GN=Csa_2G271470 PE=3 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G279200 PE=4 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G279190 PE=4 SV=1
GO:0016020	F-box protein OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold123G00740 PE=4 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G285310 PE=3 SV=1
GO:0000045	WD_REPEATS_REGION domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G285390 PE=4 SV=1
GO:0003677	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G287160 PE=4 SV=1
GO:0003677	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G292230 PE=4 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G292240 PE=4 SV=1
GO:0005634	Coiled-coil domain-containing protein 16 OS=Cucumis sativus OX=3659 GN=Csa_2G292740 PE=4 SV=1
GO:0005634	zf-4CXXC_R1 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G292760 PE=4 SV=1
GO:0005615	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G292830 PE=3 SV=1
GO:0004620	Patatin OS=Cucumis melo OX=3656 GN=LOC103497452 PE=3 SV=1
GO:0004620	Patatin OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold299G002390 PE=3 SV=1
GO:0004620	Patatin (Fragment) OS=Cucumis sativus OX=3659 PE=2 SV=1
GO:0005829	Shikimate dehydrogenase OS=Cucumis sativus OX=3659 GN=Csa_2G297240 PE=3 SV=1
GO:0005634	AP2/ERF domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G297760 PE=4 SV=1
GO:0005737	PCI domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G298260 PE=3 SV=1
GO:0005634	USP domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G298270 PE=3 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G298280 PE=3 SV=1
GO:0000287	Terpene synthase 10-like OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold680G001090 PE=4 SV=1
GO:0000287	terpene synthase 10-like OS=Cucumis melo OX=3656 GN=LOC103499734 PE=4 SV=1
GO:0000287	terpene synthase 10-like isoform X1 OS=Cucumis melo OX=3656 GN=LOC103499663 PE=4 SV=1
GO:0008270	PKS_ER domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G300950 PE=3 SV=1
GO:0005634	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G302300 PE=4 SV=1
GO:0016020	ABC transporter G family member 5 OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold680G00530 PE=4 SV=1
GO:0005634	MADS-box domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G336070 PE=4 SV=1
GO:0016020	uncharacterized protein LOC103499620 OS=Cucumis melo OX=3656 GN=LOC103499620 PE=4 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold680G00470 PE=4 SV=1
GO:0009507	Ribosomal_L16 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G336100 PE=3 SV=1
GO:0016020	AAA domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G324450 PE=4 SV=1
GO:0005759	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G346590 PE=4 SV=1
GO:0016671	Thioredoxin-like protein CDSP32 OS=Cucumis melo var. makuwa OX=1194695 GN=E6C27_scaffold82G001640 PE=4 SV=1
GO:0016020	hippocampus abundant transcript 1 protein-like OS=Cucumis melo OX=3656 GN=LOC103488381 PE=4 SV=1
GO:0016020	Hippocampus abundant transcript 1 protein-like OS=Cucumis melo var. makuwa OX=1194695 GN=E6C27_scaffold82G001660 PE=4 SV=1
GO:0016020	tetracycline resistance protein, class A-like isoform X1 OS=Cucumis melo OX=3656 GN=LOC103488384 PE=4 SV=1
GO:0005886	Phospholipase D OS=Cucumis sativus OX=3659 GN=Csa_2G347140 PE=3 SV=1
GO:0005829	Glutathione transferase OS=Cucumis sativus OX=3659 GN=Csa_2G348150 PE=3 SV=1
GO:0043231	DYW_deaminase domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G348160 PE=3 SV=1
GO:0043231	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G348180 PE=4 SV=1
GO:0005829	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G348810 PE=4 SV=1
GO:0005634	AP2/ERF domain-containing transcription factor OS=Cucumis sativus OX=3659 GN=Csa_2G349090 PE=4 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G349590 PE=4 SV=1
GO:0005634	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G354000 PE=4 SV=1
GO:0005886	PBPe domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G357240 PE=3 SV=1
GO:0005509	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G359910 PE=4 SV=1
GO:0005509	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G359930 PE=4 SV=1
GO:0005783	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G359940 PE=4 SV=1
GO:0005509	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G359950 PE=4 SV=1
GO:0005634	LNS2 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G359960 PE=3 SV=1
GO:0005615	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G362510 PE=3 SV=1
GO:0005886	Glutamate receptor OS=Cucumis melo var. makuwa OX=1194695 GN=E6C27_scaffold82G005310 PE=3 SV=1
GO:0005634	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G364580 PE=3 SV=1
GO:0043231	DYW_deaminase domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G368270 PE=3 SV=1
GO:0005737	Tubulin beta chain OS=Cucumis sativus OX=3659 GN=Csa_2G368830 PE=3 SV=1
GO:0005634	MAGE domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G368960 PE=4 SV=1
GO:0016020	Thioredoxin domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G368970 PE=4 SV=1
GO:0016020	Fmp27_GFWDK domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G370410 PE=4 SV=1
GO:0016787	Usp domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G371090 PE=4 SV=1
GO:0004190	Peptidase A1 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G371100 PE=4 SV=1
GO:0005634	GATA transcription factor OS=Cucumis sativus OX=3659 GN=Csa_2G373450 PE=3 SV=1
GO:0005783	Hydrolase_4 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G373470 PE=4 SV=1
GO:0005886	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G373500 PE=3 SV=1
GO:0005634	Protein kinase domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G373520 PE=4 SV=1
GO:0016874	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G373550 PE=4 SV=1
GO:0031080	Nuclear pore complex protein Nup85 OS=Cucumis sativus OX=3659 GN=Csa_2G373560 PE=3 SV=1
GO:0016020	LOW QUALITY PROTEIN: uncharacterized protein LOC103488181 OS=Cucumis melo OX=3656 GN=LOC103488181 PE=4 SV=1
GO:0005739	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G373580 PE=3 SV=1
GO:0009507	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G373590 PE=3 SV=1
GO:0005634	DREB-like protein OS=Cucumis sativus OX=3659 GN=Csa_2G374590 PE=4 SV=1
GO:0000176	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G374620 PE=4 SV=1
GO:0009705	Tonoplast intrinsic protein OS=Cucumis sativus OX=3659 GN=Csa_2G374630 PE=3 SV=1
GO:0005886	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G374650 PE=3 SV=1
GO:0045892	ER membrane protein complex subunit 1 OS=Cucumis sativus OX=3659 GN=Csa_2G375170 PE=3 SV=1
GO:0045892	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G375180 PE=4 SV=1
GO:0005634	UBC core domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G375190 PE=3 SV=1
GO:0016020	Target of Myb protein 1 OS=Cucumis melo var. makuwa OX=1194695 GN=E6C27_scaffold82G003550 PE=3 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G375210 PE=4 SV=1
GO:0005634	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G375240 PE=4 SV=1
GO:0004499	Flavin-containing monooxygenase OS=Cucumis sativus OX=3659 GN=Csa_2G375750 PE=3 SV=1
GO:0005634	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G375760 PE=4 SV=1
GO:0005344	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G375770 PE=4 SV=1
GO:0005634	Protein kinase domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G375780 PE=4 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G375790 PE=4 SV=1
GO:0005634	tRNA (guanine-N(7)-)-methyltransferase OS=Cucumis sativus OX=3659 GN=Csa_2G376290 PE=3 SV=1
GO:0003677	NAC domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G376790 PE=4 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G376800 PE=4 SV=1
GO:0016740	AIG2-like protein isoform X1 OS=Cucumis melo OX=3656 GN=LOC103488213 PE=3 SV=1
GO:0005737	Gamma-glutamylcyclotransferase OS=Cucumis sativus OX=3659 GN=Csa_2G377370 PE=3 SV=1
GO:0005654	Ribonuclease H2 subunit B OS=Cucumis sativus OX=3659 GN=Csa_2G377900 PE=4 SV=1
GO:0016020	Protein kinase domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G377920 PE=4 SV=1
GO:0005794	TPT domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G377940 PE=4 SV=1
GO:0008460	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G377950 PE=4 SV=1
GO:0000145	Exocyst subunit Exo70 family protein OS=Cucumis sativus OX=3659 GN=Csa_2G377960 PE=3 SV=1
GO:0005634	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G377970 PE=4 SV=1
GO:0005886	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G377980 PE=3 SV=1
GO:0005886	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G377985 PE=3 SV=1
GO:0004045	Aminoacyl-tRNA hydrolase OS=Cucumis sativus OX=3659 GN=Csa_2G377990 PE=4 SV=1
GO:0005516	CaM_binding domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G378000 PE=4 SV=1
GO:0000124	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G378510 PE=4 SV=1
GO:0005634	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G378520 PE=3 SV=1
GO:0005737	MPN domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G378560 PE=3 SV=1
GO:0004672	Protein kinase domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G378580 PE=4 SV=1
GO:0009909	Flowering-promoting factor 1 OS=Cucumis melo var. makuwa OX=1194695 GN=E6C27_scaffold82G003130 PE=3 SV=1
GO:0005794	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G379100 PE=4 SV=1
GO:0005730	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G379110 PE=3 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G379120 PE=4 SV=1
GO:0009507	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G379150 PE=4 SV=1
GO:0005634	Ubiquitinyl hydrolase 1 OS=Cucumis sativus OX=3659 GN=Csa_2G379160 PE=3 SV=1
GO:0005759	AA_kinase domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G379190 PE=3 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G379210 PE=4 SV=1
GO:0000139	t-SNARE coiled-coil homology domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G379220 PE=3 SV=1
GO:0016020	RING-type domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G379250 PE=4 SV=1
GO:0000159	Serine/threonine protein phosphatase 2A regulatory subunit OS=Cucumis sativus OX=3659 GN=Csa_2G379260 PE=3 SV=1
GO:0000307	B-like cyclin OS=Cucumis sativus OX=3659 GN=Csa_2G379270 PE=3 SV=1
GO:0005739	2Fe-2S ferredoxin-type domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G379280 PE=4 SV=1
GO:0005634	Tify domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G379290 PE=3 SV=1
GO:0016707	Fe2OG dioxygenase domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G379300 PE=3 SV=1
GO:0016707	GA 3-oxidase OS=Cucumis sativus OX=3659 GN=GA3ox4 PE=2 SV=1
GO:0016020	coiled-coil domain-containing protein 93 isoform X3 OS=Cucumis melo OX=3656 GN=LOC103488264 PE=4 SV=1
GO:0005634	LOW QUALITY PROTEIN: transcriptional corepressor LEUNIG OS=Cucumis melo OX=3656 GN=LOC103488265 PE=4 SV=1
GO:0005788	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G379350 PE=4 SV=1
GO:0016020	pleiotropic drug resistance protein 1-like OS=Cucumis melo OX=3656 GN=LOC103488268 PE=3 SV=1
GO:0033179	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G379870 PE=3 SV=1
GO:0043731	FAD_binding_3 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G379880 PE=4 SV=1
GO:0071949	FAD_binding_3 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G379900 PE=4 SV=1
GO:0031415	N-alpha-acetyltransferase 50 OS=Cucumis melo var. makuwa OX=1194695 GN=E6C27_scaffold82G002810 PE=4 SV=1
GO:0008661	1-deoxy-D-xylulose-5-phosphate synthase OS=Cucumis sativus OX=3659 GN=Csa_2G379940 PE=3 SV=1
GO:0005886	Ammonium transporter OS=Cucumis melo OX=3656 GN=LOC103488277 PE=3 SV=1
GO:0005886	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G379980 PE=3 SV=1
GO:0009505	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G379990 PE=4 SV=1
GO:0005634	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G380010 PE=3 SV=1
GO:0005829	PPIase cyclophilin-type domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G380020 PE=4 SV=1
GO:0016787	Abhydrolase_2 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G380030 PE=4 SV=1
GO:0005737	Putative RNA-binding protein C17H9.04c OS=Cucumis melo var. makuwa OX=1194695 GN=E6C27_scaffold82G002680 PE=4 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G380060 PE=4 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G380610 PE=4 SV=1
GO:0005615	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G380630 PE=4 SV=1
GO:0005634	BZIP2 OS=Cucumis melo OX=3656 GN=LOC103488299 PE=2 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G381660 PE=3 SV=1
GO:0016020	EG45-like domain containing protein OS=Cucumis melo OX=3656 GN=LOC103488301 PE=4 SV=1
GO:0043231	DYW_deaminase domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G381680 PE=3 SV=1
GO:0005768	TPT domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G381690 PE=4 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G381700 PE=4 SV=1
GO:0003724	DEAD-box ATP-dependent RNA helicase 56 OS=Cucumis melo OX=3656 GN=LOC103488306 PE=4 SV=1
